outlet_id,outlet_code,outlet_name,legal_name,channel,outlet_format,city,state,region_id,pincode,latitude,longitude,route_id,salesperson_id,onboarded_date,credit_limit_inr,credit_terms_days,gst_number,storage_type,chiller_available,avg_monthly_footfall,contact_name,contact_phone,contact_email,last_audit_date,risk_flag,status,closed_date,is_deleted,created_at,updated_at
172,OUT00172,Royal Supermarket,,ECOM_DARKSTORE,DARKSTORE,Ludhiana,Punjab,3,137628,9.247475,74.769036,125,18,2020-05-22,21000.0,7,01ABCDE2781F1Z0,AMBIENT,0,24801,Tara Reddy,9727792603,tara.reddy@example.com,2025-10-04,LOW,ACTIVE,,0,2020-05-22 00:00:00,
173,OUT00173,Star Mart,,GT,GENERAL_STORE,Chennai,Tamil Nadu,2,664563,25.731528,87.668539,38,12,2019-10-14,618000.0,7,12ABCDE8302F1Z5,AMBIENT_CHILLED,1,24093,Sneha Khan,9829763249,sneha.khan@example.com,2025-09-26,LOW,ACTIVE,,0,2019-10-14 00:00:00,
174,OUT00174,Metro Supermarket,,GT,GENERAL_STORE,Bengaluru,Karnataka,2,691068,10.141747,79.265173,87,1,2018-09-11,402000.0,7,16ABCDE5881F1Z3,AMBIENT,0,24256,Deepak Joshi,9980217272,deepak.joshi@example.com,2026-05-08,HIGH,ACTIVE,,0,2018-09-11 00:00:00,
175,OUT00175,Shree Supermarket,,GT,GENERAL_STORE,New Delhi,Delhi,3,707686,20.012717,72.835168,106,19,2020-10-27,371000.0,7,03ABCDE1114F1Z8,AMBIENT,0,20583,Farah Menon,9887508867,farah.menon@example.com,2026-02-27,MEDIUM,ACTIVE,,0,2020-10-27 00:00:00,
176,OUT00176,Royal Enterprises,,GT,GENERAL_STORE,Kochi,Kerala,2,233516,25.689539,89.15292,9,76,2022-10-18,644000.0,7,07ABCDE4959F1Z5,AMBIENT_CHILLED,0,15938,Imran Rao,9866778506,imran.rao@example.com,2025-04-21,LOW,ACTIVE,,0,2022-10-18 00:00:00,
177,OUT00177,New Enterprises,,GT,CHEMIST,Chennai,Tamil Nadu,2,391641,27.435736,81.759208,1,84,2020-04-24,124000.0,30,28ABCDE4336F1Z7,AMBIENT,0,2674,Nisha Patel,9209302687,nisha.patel@example.com,2026-04-18,HIGH,ACTIVE,,0,2020-04-24 00:00:00,
178,OUT00178,Royal Trading Co,,GT,GENERAL_STORE,Surat,Gujarat,1,719852,19.036715,72.121756,34,44,2019-04-16,361000.0,14,25ABCDE5260F1Z2,AMBIENT,0,2883,Naveen Reddy,9877620764,naveen.reddy@example.com,2026-01-30,LOW,ACTIVE,,0,2019-04-16 00:00:00,
179,OUT00179,Sri Trading Co,,ECOM_DARKSTORE,DARKSTORE,Nagpur,Maharashtra,5,430750,28.572863,78.56106,39,38,2019-11-23,543000.0,0,22ABCDE3362F1Z4,AMBIENT,0,21161,Sanjay Pillai,9597433734,,2026-01-27,LOW,DELETED,,1,2019-11-23 00:00:00,
180,OUT00180,Balaji Mart,,GT,CHEMIST,Patna,Bihar,4,319371,27.353364,83.786219,76,26,2020-11-01,858000.0,7,18ABCDE3004F1Z6,AMBIENT,0,19118,Ananya Chauhan,9939518633,ananya.chauhan@example.com,2025-09-12,MEDIUM,ACTIVE,,0,2020-11-01 00:00:00,
181,OUT00181,Shree Supermarket,,GT,CHEMIST,Surat,Gujarat,1,509654,23.196667,75.731559,60,28,2021-01-01,727000.0,30,14ABCDE7396F1Z6,AMBIENT_CHILLED,1,1556,Sanjay Sinha,9385923190,,2025-01-02,MEDIUM,ACTIVE,,0,2021-01-01 00:00:00,
182,OUT00182,Star Supermarket,,HORECA,CAFE,Delhi,Delhi,3,799374,10.153972,83.195152,5,18,2023-04-18,91000.0,7,17ABCDE4878F1Z4,AMBIENT_CHILLED,0,19842,Arjun Verma,9786340985,arjun.verma@example.com,2025-06-24,LOW,ACTIVE,,0,2023-04-18 00:00:00,
183,OUT00183,Royal Bazaar,,GT,CHEMIST,Chennai,Tamil Nadu,2,294925,32.438502,77.358554,7,76,2020-04-27,456000.0,30,27ABCDE5445F1Z4,AMBIENT,0,25492,Meera Sinha,9999770281,meera.sinha@example.com,2025-05-10,HIGH,ACTIVE,,0,2020-04-27 00:00:00,
184,OUT00184,Balaji Mart,,GT,GENERAL_STORE,Hyderabad,Telangana,2,438141,17.263852,71.665363,26,6,2018-08-26,271000.0,7,25ABCDE8822F1Z7,AMBIENT_CHILLED,0,6698,Sanjay Joshi,9860058043,sanjay.joshi@example.com,2025-06-28,LOW,ACTIVE,,0,2018-08-26 00:00:00,
185,OUT00185,Star Bazaar,,GT,KIRANA,Nagpur,Maharashtra,5,242542,23.284286,81.752587,38,71,2020-10-10,551000.0,30,27ABCDE4565F1Z1,AMBIENT,1,18454,Sneha Joshi,9201240944,sneha.joshi@example.com,2025-09-28,LOW,ACTIVE,,0,2020-10-10 00:00:00,
186,OUT00186,Shree Bazaar,,ECOM_DARKSTORE,DARKSTORE,Bengaluru,Karnataka,2,499383,26.158177,73.502731,27,66,2022-08-02,685000.0,0,19ABCDE2327F1Z3,AMBIENT,0,15940,Ananya Khan,9806317301,ananya.khan@example.com,2025-05-08,MEDIUM,ACTIVE,,0,2022-08-02 00:00:00,
187,OUT00187,Royal Stores,,HORECA,HOTEL,Kolkata,West Bengal,4,333547,27.490605,68.903278,90,42,2018-07-14,51000.0,30,21ABCDE7751F1Z5,AMBIENT,0,1194,Arjun Bose,9375446216,arjun.bose@example.com,2025-08-21,LOW,DELETED,,1,2018-07-14 00:00:00,
188,OUT00188,Balaji Supermarket,,ECOM_DARKSTORE,DARKSTORE,Jaipur,Rajasthan,3,229549,28.455168,71.466676,65,52,2023-04-04,867000.0,7,28ABCDE3425F1Z6,AMBIENT,0,8508,Karthik Kulkarni,9430761542,karthik.kulkarni@example.com,2025-01-13,LOW,ACTIVE,,0,2023-04-04 00:00:00,
189,OUT00189,Metro Stores,,GT,CHEMIST,Delhi,Delhi,3,274276,32.303799,84.977937,92,17,2022-10-16,425000.0,0,01ABCDE9172F1Z7,AMBIENT,0,334,Sneha Sharma,9898494618,sneha.sharma@example.com,2026-04-04,LOW,ACTIVE,,0,2022-10-16 00:00:00,
190,OUT00190,Sri Supermarket,,MT,SUPERMARKET,Mumbai,Maharashtra,1,456875,26.70323,77.51354,5,44,2023-10-08,780000.0,7,33ABCDE3646F1Z8,AMBIENT_CHILLED,0,11398,Meera Reddy,9170324225,meera.reddy@example.com,2026-04-09,LOW,CLOSED,2025-07-30,0,2023-10-08 00:00:00,
191,OUT00191,Sri Trading Co,,HORECA,HOTEL,Kochi,Kerala,2,348069,19.380153,75.62142,111,28,2020-04-13,54000.0,30,03ABCDE4221F1Z4,AMBIENT,1,1169,Naveen Sharma,9409991478,naveen.sharma@example.com,2025-02-10,MEDIUM,CLOSED,2026-03-06,0,2020-04-13 00:00:00,
192,OUT00192,Metro Trading Co,,GT,GENERAL_STORE,Indore,Madhya Pradesh,5,354659,14.789985,86.51043,44,91,2024-02-15,342000.0,21,11ABCDE1137F1Z2,AMBIENT,0,5397,Divya Sharma,9765119617,divya.sharma@example.com,2026-06-17,LOW,ACTIVE,,0,2024-02-15 00:00:00,
193,OUT00193,New Stores,,HORECA,HOTEL,Mumbai,Maharashtra,1,496101,13.896256,90.630431,90,44,2023-01-26,418000.0,30,05ABCDE8617F1Z2,AMBIENT,0,1939,Divya Dutta,9915511375,divya.dutta@example.com,2025-06-18,HIGH,ACTIVE,,0,2023-01-26 00:00:00,
194,OUT00194,Star Mart,,ECOM_DARKSTORE,DARKSTORE,Chennai,Tamil Nadu,2,764174,15.598074,87.132908,105,77,2024-02-04,869000.0,45,05ABCDE1790F1Z2,AMBIENT,1,11332,Vikram Menon,9816946138,vikram.menon@example.com,2025-06-29,MEDIUM,ACTIVE,,0,2024-02-04 00:00:00,
195,OUT00195,New Stores,,MT,HYPERMARKET,Nagpur,Maharashtra,5,647416,18.226887,69.721388,93,40,2022-10-12,138000.0,30,28ABCDE5870F1Z7,AMBIENT,0,16883,Nisha Chauhan,9383653692,,2025-01-14,LOW,ACTIVE,,0,2022-10-12 00:00:00,
196,OUT00196,Star Trading Co,,GT,GENERAL_STORE,Pune,Maharashtra,1,609063,28.526152,77.789355,14,17,2024-10-14,713000.0,7,29ABCDE9751F1Z0,AMBIENT,0,2216,Divya Mehta,9490131119,divya.mehta@example.com,2026-01-23,HIGH,ACTIVE,,0,2024-10-14 00:00:00,
197,OUT00197,Green Enterprises,,GT,KIRANA,Ludhiana,Punjab,3,187208,31.260264,72.919647,97,94,2018-11-01,678000.0,45,06ABCDE3852F1Z2,AMBIENT,0,5544,Sneha Rao,9928513842,,2026-05-26,LOW,CLOSED,2026-02-09,0,2018-11-01 00:00:00,
198,OUT00198,Green Stores,,GT,CHEMIST,Pune,Maharashtra,1,125545,11.873457,69.903335,122,88,2022-09-08,880000.0,7,18ABCDE4977F1Z8,AMBIENT,0,21382,Tara Pillai,9649031889,tara.pillai@example.com,2025-09-09,LOW,DELETED,,1,2022-09-08 00:00:00,
199,OUT00199,Nova Mart,,MT,MINI_MARKET,Chennai,Tamil Nadu,2,128237,14.874106,76.611562,88,56,2021-12-30,531000.0,30,10ABCDE1802F1Z4,AMBIENT,0,18060,Nisha Sharma,9955487774,nisha.sharma@example.com,2025-03-30,LOW,ACTIVE,,0,2021-12-30 00:00:00,
200,OUT00200,Metro Enterprises,,HORECA,CAFE,Pune,Maharashtra,1,556380,9.770691,79.284412,23,84,2024-07-20,485000.0,21,22ABCDE6821F1Z1,AMBIENT,0,21067,Sneha Das,9778999473,sneha.das@example.com,2026-06-07,LOW,ACTIVE,,0,2024-07-20 00:00:00,
201,OUT00201,Royal Enterprises,,MT,HYPERMARKET,Bengaluru,Karnataka,2,641410,22.730026,76.978693,72,65,2024-03-16,358000.0,0,15ABCDE1765F1Z8,AMBIENT_CHILLED,0,19899,Sanjay Kulkarni,9405098485,,2026-03-15,MEDIUM,ACTIVE,,0,2024-03-16 00:00:00,
202,OUT00202,New Enterprises,,GT,KIRANA,Kochi,Kerala,2,458576,31.784297,87.880904,5,82,2020-05-20,796000.0,30,27ABCDE5400F1Z7,AMBIENT,1,13961,Kavya Dutta,9430884177,kavya.dutta@example.com,2025-05-12,LOW,ACTIVE,,0,2020-05-20 00:00:00,
203,OUT00203,New Bazaar,,GT,KIRANA,Mumbai,Maharashtra,1,350042,20.072041,91.484707,9,4,2023-01-29,791000.0,30,13ABCDE9709F1Z8,AMBIENT,1,5763,Arjun Joshi,9138171738,arjun.joshi@example.com,2025-06-08,LOW,ACTIVE,,0,2023-01-29 00:00:00,
204,OUT00204,Shree Enterprises,,ECOM_DARKSTORE,DARKSTORE,Delhi,Delhi,3,146881,17.784859,76.572346,105,85,2021-05-28,672000.0,0,23ABCDE7161F1Z8,AMBIENT,0,21306,Kavya Nair,9535352956,kavya.nair@example.com,2025-08-02,LOW,ACTIVE,,0,2021-05-28 00:00:00,
205,OUT00205,Nova Bazaar,,GT,CHEMIST,Patna,Bihar,4,673932,13.535893,90.426979,62,49,2020-03-08,868000.0,0,04ABCDE2975F1Z0,AMBIENT,0,16086,Ananya Nair,9889454047,ananya.nair@example.com,2025-06-18,HIGH,ACTIVE,,0,2020-03-08 00:00:00,
206,OUT00206,Royal Mart,,HORECA,CLOUD_KITCHEN,Pune,Maharashtra,1,213088,21.470141,77.179407,38,72,2019-03-31,182000.0,7,36ABCDE1073F1Z1,AMBIENT,0,24380,Pooja Joshi,9135897353,,2026-05-15,LOW,ACTIVE,,0,2019-03-31 00:00:00,
207,OUT00207,Metro Supermarket,,GT,CHEMIST,Mumbai,Maharashtra,1,740329,20.495117,68.727345,99,36,2019-08-01,680000.0,45,20ABCDE5061F1Z2,AMBIENT,0,2501,Imran Kulkarni,9997093491,imran.kulkarni@example.com,2026-06-05,LOW,ACTIVE,,0,2019-08-01 00:00:00,
208,OUT00208,New Trading Co,,MT,MINI_MARKET,Nagpur,Maharashtra,5,319722,20.287177,68.863885,114,8,2019-02-19,87000.0,0,33ABCDE8777F1Z2,AMBIENT_CHILLED,0,24124,Sanjay Dutta,9226919943,sanjay.dutta@example.com,2025-12-27,HIGH,ACTIVE,,0,2019-02-19 00:00:00,
209,OUT00209,Balaji Stores,,GT,CHEMIST,Bangalore,Karnataka,2,508482,28.764304,92.436595,93,25,2019-07-14,874000.0,45,23ABCDE4525F1Z2,AMBIENT,0,22633,Manoj Sharma,9750060527,manoj.sharma@example.com,2025-03-22,LOW,ACTIVE,,0,2019-07-14 00:00:00,
210,OUT00210,Metro Stores,,HORECA,QSR,Kochi,Kerala,2,795451,25.944981,89.744958,103,48,2024-02-09,236000.0,30,08ABCDE1488F1Z5,AMBIENT,1,16652,Naveen Sharma,9997360781,naveen.sharma@example.com,2026-03-15,LOW,ACTIVE,,0,2024-02-09 00:00:00,
211,OUT00211,New Enterprises,,GT,CHEMIST,Nagpur,Maharashtra,5,688601,29.388405,79.867911,30,14,2024-10-03,499000.0,21,20ABCDE8916F1Z3,AMBIENT_CHILLED,0,4586,Rohit Pillai,9731241901,rohit.pillai@example.com,2025-10-03,HIGH,ACTIVE,,0,2024-10-03 00:00:00,
212,OUT00212,Sri Enterprises,,GT,GENERAL_STORE,Indore,Madhya Pradesh,5,281730,24.703702,88.968368,26,19,2020-10-13,395000.0,30,02ABCDE3546F1Z2,AMBIENT,0,13879,Farah Sharma,9620179363,farah.sharma@example.com,2026-05-26,LOW,ACTIVE,,0,2020-10-13 00:00:00,
213,OUT00213,Metro Trading Co,,ECOM_DARKSTORE,DARKSTORE,Surat,Gujarat,1,523850,18.090545,77.115793,84,7,2020-09-10,455000.0,30,01ABCDE9287F1Z4,AMBIENT,0,15580,Suresh Bose,9364017736,suresh.bose@example.com,2025-08-29,LOW,CLOSED,2025-12-13,0,2020-09-10 00:00:00,
214,OUT00214,Star Trading Co,,MT,HYPERMARKET,Pune,Maharashtra,1,585801,11.443042,76.025899,11,3,2020-03-27,258000.0,21,27ABCDE6886F1Z1,AMBIENT,0,7007,Priya Mehta,9240316615,priya.mehta@example.com,2025-07-29,LOW,ACTIVE,,0,2020-03-27 00:00:00,
215,OUT00215,Shree Enterprises,,GT,KIRANA,Bengaluru,Karnataka,2,447828,9.517062,85.273559,135,16,2023-09-29,867000.0,30,01ABCDE3217F1Z1,AMBIENT_CHILLED,1,23959,Meera Pillai,9171006779,meera.pillai@example.com,2026-04-08,MEDIUM,ACTIVE,,0,2023-09-29 00:00:00,
216,OUT00216,Nova Trading Co,,GT,GENERAL_STORE,Gurugram,Haryana,3,371029,27.665747,84.69465,29,6,2020-01-23,526000.0,30,04ABCDE7925F1Z8,AMBIENT,1,12625,Naveen Dutta,9987095346,naveen.dutta@example.com,2026-06-14,LOW,DELETED,,1,2020-01-23 00:00:00,
217,OUT00217,New Stores,,HORECA,CLOUD_KITCHEN,Ludhiana,Punjab,3,367095,32.231576,90.302125,109,84,2019-05-21,507000.0,0,13ABCDE4751F1Z2,AMBIENT,1,13432,Meera Bose,9941008096,meera.bose@example.com,2025-06-29,LOW,ACTIVE,,0,2019-05-21 00:00:00,
218,OUT00218,Star Mart,,GT,CHEMIST,Raipur,Chhattisgarh,5,504790,15.909025,84.754907,51,31,2023-04-23,270000.0,0,15ABCDE2614F1Z5,AMBIENT_CHILLED,1,23741,Vikram Das,9968124496,vikram.das@example.com,2025-06-06,LOW,ACTIVE,,0,2023-04-23 00:00:00,
219,OUT00219,Balaji Mart,,GT,KIRANA,Kolkata,West Bengal,4,185586,11.146563,84.059807,73,44,2021-07-23,821000.0,0,34ABCDE3260F1Z0,AMBIENT,0,18112,Leela Chauhan,9875979226,leela.chauhan@example.com,2026-03-07,LOW,ACTIVE,,0,2021-07-23 00:00:00,
220,OUT00220,Metro Provision,,GT,CHEMIST,Surat,Gujarat,1,429377,11.051125,84.293068,126,66,2023-04-09,396000.0,14,28ABCDE5739F1Z8,AMBIENT_CHILLED,0,22562,Sneha Joshi,9654775481,sneha.joshi@example.com,2025-11-08,MEDIUM,CLOSED,2026-04-11,0,2023-04-09 00:00:00,
221,OUT00221,Sri Enterprises,,HORECA,HOTEL,Chennai,Tamil Nadu,2,191593,26.415349,88.129605,16,14,2020-06-17,155000.0,30,29ABCDE5913F1Z1,AMBIENT,0,24880,Meera Das,9832368366,,2026-01-15,LOW,ACTIVE,,0,2020-06-17 00:00:00,
222,OUT00222,Balaji Supermarket,,GT,CHEMIST,Indore,Madhya Pradesh,5,767319,28.80186,80.696482,128,53,2023-02-28,820000.0,21,32ABCDE9318F1Z0,AMBIENT,1,2225,Imran Reddy,9460698047,,2025-11-23,HIGH,ACTIVE,,0,2023-02-28 00:00:00,
223,OUT00223,Nova Trading Co,,GT,GENERAL_STORE,Bengaluru,Karnataka,2,705146,26.326204,83.198466,43,31,2021-02-12,685000.0,21,06ABCDE2292F1Z5,AMBIENT,0,21021,Rohit Menon,9931239129,,2025-10-25,LOW,ACTIVE,,0,2021-02-12 00:00:00,
224,OUT00224,Metro Mart,,GT,KIRANA,Bangalore,Karnataka,2,306310,18.241736,82.486142,6,50,2019-09-16,826000.0,30,37ABCDE7693F1Z7,AMBIENT_CHILLED,0,10527,Vikram Sinha,9664322686,vikram.sinha@example.com,2026-06-10,LOW,ACTIVE,,0,2019-09-16 00:00:00,
225,OUT00225,Shree Supermarket,,MT,SUPERMARKET,Gurugram,Haryana,3,193275,13.540435,70.383826,63,84,2022-10-30,57000.0,14,35ABCDE6491F1Z6,AMBIENT,1,22855,Kavya Reddy,9221670801,kavya.reddy@example.com,2025-05-28,LOW,ACTIVE,,0,2022-10-30 00:00:00,
226,OUT00226,Sri Mart,,GT,GENERAL_STORE,Indore,Madhya Pradesh,5,113327,31.88745,88.6772,50,7,2020-12-01,412000.0,21,13ABCDE1044F1Z0,AMBIENT_CHILLED,0,2334,Anil Verma,9416102250,,2025-04-04,LOW,ACTIVE,,0,2020-12-01 00:00:00,
227,OUT00227,Metro Bazaar,,HORECA,HOTEL,Hyderabad,Telangana,2,329812,11.749058,70.258515,46,2,2021-07-31,184000.0,30,05ABCDE3797F1Z4,AMBIENT_CHILLED,0,18285,Arjun Menon,9639603713,arjun.menon@example.com,2026-05-10,LOW,ACTIVE,,0,2021-07-31 00:00:00,
228,OUT00228,Balaji Provision,,MT,SUPERMARKET,Kolkata,West Bengal,4,332044,30.439076,69.417952,47,6,2019-09-02,409000.0,14,19ABCDE6929F1Z2,AMBIENT_CHILLED,0,20530,Karthik Sinha,9742753729,,2025-01-18,MEDIUM,ACTIVE,,0,2019-09-02 00:00:00,
229,OUT00229,Metro Supermarket,,GT,KIRANA,Hyderabad,Telangana,2,529355,12.662376,85.999714,59,81,2019-11-01,840000.0,30,33ABCDE9982F1Z0,AMBIENT_CHILLED,1,3543,Vikram Pillai,9654748192,vikram.pillai@example.com,2026-03-02,LOW,ACTIVE,,0,2019-11-01 00:00:00,
230,OUT00230,Shree Bazaar,,GT,KIRANA,Gurugram,Haryana,3,740103,29.016137,76.47374,11,52,2018-10-09,325000.0,14,31ABCDE9549F1Z6,AMBIENT,1,14905,Tara Mehta,9734358618,tara.mehta@example.com,2026-05-01,HIGH,ACTIVE,,0,2018-10-09 00:00:00,
231,OUT00231,Anand Provision,,GT,KIRANA,Nagpur,Maharashtra,5,297531,15.819098,69.079845,81,52,2023-05-05,233000.0,0,37ABCDE6329F1Z6,AMBIENT,1,11380,Tara Sinha,9531148689,,2025-05-31,MEDIUM,ACTIVE,,0,2023-05-05 00:00:00,
232,OUT00232,Nova Stores,,HORECA,CAFE,Jaipur,Rajasthan,3,593635,11.986112,71.102764,73,31,2024-09-06,399000.0,0,01ABCDE6735F1Z5,AMBIENT,0,5177,Meera Nair,9432194839,meera.nair@example.com,2026-01-10,LOW,ACTIVE,,0,2024-09-06 00:00:00,
233,OUT00233,Sri Bazaar,,GT,GENERAL_STORE,Gurugram,Haryana,3,201320,13.918939,71.915594,3,30,2022-08-14,609000.0,14,35ABCDE2512F1Z3,AMBIENT_CHILLED,0,20525,Vikram Bose,9555960141,vikram.bose@example.com,2025-03-19,MEDIUM,ACTIVE,,0,2022-08-14 00:00:00,
234,OUT00234,Balaji Provision,,HORECA,CAFE,Surat,Gujarat,1,493948,25.933773,92.219839,36,80,2020-02-11,145000.0,30,32ABCDE8473F1Z8,AMBIENT_CHILLED,0,2432,Meera Patel,9584757469,meera.patel@example.com,2025-11-03,HIGH,ACTIVE,,0,2020-02-11 00:00:00,
235,OUT00235,Star Trading Co,,GT,KIRANA,Gurugram,Haryana,3,136996,13.595357,91.827646,72,67,2024-10-19,469000.0,45,08ABCDE7443F1Z1,AMBIENT_CHILLED,0,3736,Divya Sinha,9371826376,divya.sinha@example.com,2025-11-13,LOW,CLOSED,2025-07-04,0,2024-10-19 00:00:00,
236,OUT00236,New Stores,,GT,GENERAL_STORE,Ludhiana,Punjab,3,714962,25.463866,91.921074,69,77,2024-08-18,536000.0,14,24ABCDE2933F1Z2,AMBIENT,0,10663,Priya Joshi,9254911062,,2025-09-14,LOW,ACTIVE,,0,2024-08-18 00:00:00,
237,OUT00237,Anand Stores,,GT,KIRANA,Raipur,Chhattisgarh,5,453510,19.146842,77.526815,66,58,2018-08-25,810000.0,45,15ABCDE5416F1Z7,AMBIENT_CHILLED,0,10335,Ananya Joshi,9121918976,ananya.joshi@example.com,2026-04-25,LOW,ACTIVE,,0,2018-08-25 00:00:00,
238,OUT00238,Nova Bazaar,,HORECA,CLOUD_KITCHEN,Patna,Bihar,4,296607,28.015781,69.301293,45,4,2020-11-23,372000.0,21,11ABCDE6992F1Z1,AMBIENT_CHILLED,0,25323,Imran Sinha,9688348680,imran.sinha@example.com,2025-10-29,HIGH,ACTIVE,,0,2020-11-23 00:00:00,
239,OUT00239,Anand Bazaar,,ECOM_DARKSTORE,DARKSTORE,Raipur,Chhattisgarh,5,218952,22.013943,85.296557,32,85,2020-10-25,890000.0,21,16ABCDE4711F1Z5,AMBIENT_CHILLED,0,22549,Ritu Pillai,9918041954,ritu.pillai@example.com,2025-06-12,LOW,ACTIVE,,0,2020-10-25 00:00:00,
240,OUT00240,Green Provision,,HORECA,CLOUD_KITCHEN,Jaipur,Rajasthan,3,240002,15.260751,69.515128,57,62,2020-11-30,439000.0,0,19ABCDE8818F1Z2,AMBIENT,0,8047,Ritu Verma,9582528022,ritu.verma@example.com,2025-04-13,MEDIUM,ACTIVE,,0,2020-11-30 00:00:00,
241,OUT00241,Nova Enterprises,,ECOM_DARKSTORE,DARKSTORE,Ludhiana,Punjab,3,507208,19.377622,84.794189,58,77,2022-11-24,658000.0,7,14ABCDE7224F1Z8,AMBIENT,0,11131,Manoj Patel,9714998335,,2026-02-24,LOW,ACTIVE,,0,2022-11-24 00:00:00,
242,OUT00242,Sri Mart,,ECOM_DARKSTORE,DARKSTORE,Kolkata,West Bengal,4,612960,16.648752,91.860851,11,4,2020-03-03,667000.0,30,01ABCDE1829F1Z5,AMBIENT,0,16616,Divya Sharma,9119660643,,2025-08-20,LOW,ACTIVE,,0,2020-03-03 00:00:00,
243,OUT00243,Balaji Supermarket,,GT,CHEMIST,Patna,Bihar,4,552054,20.783713,87.769507,6,23,2022-04-20,474000.0,45,27ABCDE4536F1Z4,AMBIENT,0,18313,Leela Chauhan,9602952751,leela.chauhan@example.com,2026-04-23,LOW,ACTIVE,,0,2022-04-20 00:00:00,
244,OUT00244,Metro Supermarket,,GT,CHEMIST,Surat,Gujarat,1,148353,8.926638,88.904333,5,6,2020-12-07,348000.0,45,28ABCDE8413F1Z8,AMBIENT,1,5965,Sneha Sharma,9233614473,sneha.sharma@example.com,2025-03-06,HIGH,CLOSED,2025-12-08,0,2020-12-07 00:00:00,
245,OUT00245,Green Supermarket,,GT,GENERAL_STORE,Mumbai,Maharashtra,1,147371,16.147904,85.627329,55,77,2023-04-01,705000.0,7,15ABCDE2361F1Z6,AMBIENT,1,19808,Priya Joshi,9276969433,priya.joshi@example.com,2025-12-12,MEDIUM,ACTIVE,,0,2023-04-01 00:00:00,
246,OUT00246,Balaji Mart,,ECOM_DARKSTORE,DARKSTORE,Mumbai,Maharashtra,1,577600,28.550413,86.375687,53,39,2020-05-16,664000.0,45,34ABCDE3975F1Z3,AMBIENT,0,22863,Suresh Kulkarni,9641639332,,2026-04-08,HIGH,ACTIVE,,0,2020-05-16 00:00:00,
247,OUT00247,Nova Enterprises,,HORECA,HOTEL,Nagpur,Maharashtra,5,400106,13.038145,81.732464,18,46,2021-06-24,835000.0,14,23ABCDE2449F1Z7,AMBIENT,0,5722,Anil Chauhan,9251040887,anil.chauhan@example.com,2025-06-11,HIGH,ACTIVE,,0,2021-06-24 00:00:00,
248,OUT00248,Metro Supermarket,,GT,GENERAL_STORE,Chennai,Tamil Nadu,2,772249,11.362281,75.966171,5,39,2022-06-11,249000.0,14,04ABCDE1855F1Z0,AMBIENT_CHILLED,0,12425,Kavya Sinha,9836987799,,2025-09-26,HIGH,ACTIVE,,0,2022-06-11 00:00:00,
249,OUT00249,Shree Provision,,GT,CHEMIST,Gurugram,Haryana,3,200990,27.64973,82.974633,62,10,2022-06-06,101000.0,14,33ABCDE3049F1Z0,AMBIENT,0,11570,Karthik Ghosh,9991145583,karthik.ghosh@example.com,2025-03-09,LOW,CLOSED,2025-08-13,0,2022-06-06 00:00:00,
250,OUT00250,New Trading Co,,MT,HYPERMARKET,Chennai,Tamil Nadu,2,758765,25.722419,82.817301,135,15,2018-07-31,501000.0,30,09ABCDE4734F1Z4,AMBIENT,0,16009,Tara Dutta,9904579957,tara.dutta@example.com,2025-11-25,LOW,ACTIVE,,0,2018-07-31 00:00:00,
251,OUT00251,Star Stores,,MT,HYPERMARKET,Gurugram,Haryana,3,264920,21.246027,76.488054,28,55,2024-08-21,103000.0,0,25ABCDE6806F1Z0,AMBIENT,0,20415,Sneha Chauhan,9650622580,sneha.chauhan@example.com,2025-07-28,LOW,CLOSED,2025-07-17,0,2024-08-21 00:00:00,
252,OUT00252,Sri Supermarket,,MT,HYPERMARKET,Ludhiana,Punjab,3,162331,15.882482,78.598226,69,67,2020-06-25,674000.0,7,22ABCDE5139F1Z6,AMBIENT,0,19341,Rahul Verma,9174675017,,2026-05-25,LOW,ACTIVE,,0,2020-06-25 00:00:00,
253,OUT00253,Balaji Stores,,MT,MINI_MARKET,Bengaluru,Karnataka,2,219590,8.634422,74.147138,111,45,2023-04-25,170000.0,45,21ABCDE7424F1Z7,AMBIENT,1,24865,Rahul Pillai,9752738402,rahul.pillai@example.com,2025-01-06,LOW,ACTIVE,,0,2023-04-25 00:00:00,
254,OUT00254,New Trading Co,,GT,KIRANA,Raipur,Chhattisgarh,5,525019,11.627502,79.415256,85,34,2022-11-19,451000.0,7,15ABCDE3863F1Z5,AMBIENT,1,22978,Ananya Dutta,9923906792,ananya.dutta@example.com,2025-02-28,LOW,ACTIVE,,0,2022-11-19 00:00:00,
255,OUT00255,Green Trading Co,,GT,KIRANA,Surat,Gujarat,1,212377,24.926074,74.375399,36,51,2022-05-02,340000.0,45,03ABCDE4144F1Z1,AMBIENT,0,5396,Priya Sinha,9668054256,priya.sinha@example.com,2026-04-03,LOW,ACTIVE,,0,2022-05-02 00:00:00,
256,OUT00256,Shree Provision,,MT,MINI_MARKET,Gurugram,Haryana,3,240532,27.677566,72.819805,63,20,2023-09-02,202000.0,14,18ABCDE5100F1Z6,AMBIENT_CHILLED,0,9009,Farah Das,9935877887,farah.das@example.com,2026-05-16,MEDIUM,ACTIVE,,0,2023-09-02 00:00:00,
